TIENDA_ID,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,COMPETENCIA_500
126,1,3.0,1.0,127.42,13,25.69107,-100.21261,2.0,1.0,TRAIN,22
681,1,4.0,1.0,128.13,13,25.73571,-100.18086,2.0,1.0,TRAIN,16
117,1,4.0,0.0,87.62,11,25.71883,-100.19133,2.0,1.0,TRAIN,32
682,1,4.0,1.0,90.7,13,25.66952,-100.20744,2.0,1.0,TRAIN,35
275,1,4.0,1.0,95.3,13,25.73766,-100.16116,2.0,1.0,TRAIN,19
684,1,4.0,0.0,116.07,13,25.70486,-100.15613,3.0,2.0,TRAIN,20
694,1,4.0,3.0,78.48,13,25.67955,-100.24328,3.0,3.0,TRAIN,15
272,1,4.0,1.0,100.58,12,25.70058,-100.2018,2.0,1.0,TRAIN,12
702,1,4.0,1.0,73.24,13,25.67344,-100.26084,2.0,1.0,TRAIN,26
704,1,4.0,0.0,107.23,13,25.68419,-100.22138,2.0,4.0,TRAIN,31
125,1,3.0,1.0,141.9,10,25.69017,-100.25164,1.0,4.0,TRAIN,5
279,1,4.0,1.0,104.2,13,25.67484,-100.24412,2.0,1.0,TRAIN,11
127,1,3.0,1.0,132.0,12,25.66474,-100.20913,2.0,2.0,TRAIN,41
706,1,4.0,1.0,120.87,13,25.73785,-100.20217,2.0,1.0,TRAIN,7
129,1,3.0,0.0,83.99,13,25.6808,-100.24372,2.0,4.0,TRAIN,14
268,1,4.0,0.0,121.2,13,25.69481,-100.23052,1.0,2.0,TRAIN,6
131,1,3.0,1.0,99.65,12,25.64911,-100.26649,1.0,1.0,TRAIN,6
716,1,4.0,1.0,121.21,13,25.7105,-100.21547,2.0,1.0,TRAIN,18
722,1,4.0,0.0,118.3,13,25.69569,-100.24609,3.0,4.0,TRAIN,10
726,1,4.0,1.0,113.96,13,25.72278,-100.15421,2.0,1.0,TRAIN,9
135,1,3.0,1.0,124.5,12,25.69272,-100.25433,1.0,1.0,TRAIN,9
663,1,4.0,0.0,115.76,13,25.71882,-100.16863,2.0,4.0,TRAIN,19
639,1,4.0,1.0,113.85,13,25.71143,-100.15224,2.0,1.0,TRAIN,40
642,1,4.0,3.0,88.39,13,25.70438,-100.22197,3.0,3.0,TRAIN,6
299,1,4.0,1.0,94.0,10,25.68426,-100.21374,2.0,4.0,TRAIN,39
298,1,4.0,2.0,103.3,13,25.67933,-100.24593,3.0,3.0,TRAIN,26
644,1,4.0,0.0,105.69,13,25.7036,-100.15854,2.0,3.0,TRAIN,10
296,1,4.0,1.0,86.0,13,25.66105,-100.25257,1.0,2.0,TRAIN,3
652,1,4.0,0.0,113.23,14,25.65635,-100.26234,1.0,4.0,TRAIN,2
653,1,4.0,1.0,112.09,13,25.69885,-100.12075,1.0,1.0,TRAIN,5
292,1,4.0,1.0,114.0,13,25.72188,-100.20232,2.0,2.0,TRAIN,17
291,1,4.0,1.0,108.91,13,25.68419,-100.24388,2.0,1.0,TRAIN,15
731,1,4.0,0.0,117.97,15,25.67493,-100.20706,2.0,2.0,TRAIN,31
289,1,4.0,1.0,114.04,13,25.70314,-100.23122,2.0,2.0,TRAIN,7
288,1,6.0,0.0,104.0,13,25.67442,-100.20493,2.0,4.0,TRAIN,29
667,1,4.0,1.0,122.19,13,25.73719,-100.15527,2.0,1.0,TRAIN,20
668,1,4.0,1.0,93.08,13,25.72812,-100.18563,2.0,1.0,TRAIN,49
285,1,0.0,1.0,130.46,13,25.64192,-100.26826,1.0,1.0,TRAIN,6
671,1,4.0,0.0,114.21,13,25.67863,-100.26725,2.0,4.0,TRAIN,21
674,1,4.0,1.0,114.34,13,25.69528,-100.20643,2.0,1.0,TRAIN,57
281,1,3.0,1.0,121.54,13,25.69659,-100.25507,2.0,1.0,TRAIN,13
677,1,4.0,1.0,110.81,13,25.68325,-100.23067,4.0,1.0,TRAIN,27
834,1,4.0,1.0,101.33,13,25.70647,-100.22508,2.0,1.0,TRAIN,6
792,1,4.0,2.0,87.25,10,25.67762,-100.25978,3.0,3.0,TRAIN,21
164,1,5.0,0.0,107.27651,12,25.73369,-100.19908,2.0,2.0,TRAIN,25
231,1,5.0,1.0,116.5,13,25.70295,-100.25852,2.0,2.0,TRAIN,25
823,1,4.0,1.0,108.66,12,25.66404,-100.23363,2.0,1.0,TRAIN,31
824,1,4.0,1.0,97.92,11,25.7371,-100.16613,2.0,1.0,TRAIN,37
182,1,3.0,1.0,111.9,13,25.68312,-100.2139,2.0,1.0,TRAIN,33
223,1,3.0,1.0,128.96,12,25.66976,-100.23605,2.0,2.0,TRAIN,35
828,1,4.0,1.0,109.77168674698795,12,25.6678,-100.2209,2.0,1.0,TRAIN,56
832,1,4.0,1.0,66.04,9,25.66925,-100.237,2.0,1.0,TRAIN,36
245,1,6.0,1.0,116.0,10,25.73065,-100.18657,2.0,1.0,TRAIN,42
188,1,3.0,3.0,95.3,13,25.68763,-100.24615,4.0,2.0,TRAIN,9
191,1,5.0,3.0,131.5,11,25.69273,-100.24576,1.0,2.0,TRAIN,5
847,1,4.0,1.0,100.4,13,25.71567,-100.1601,2.0,2.0,TRAIN,15
193,1,5.0,1.0,95.54,10,25.73871,-100.18913,2.0,1.0,TRAIN,58
212,1,5.0,0.0,134.24,12,25.69344,-100.1831,4.0,0.0,TRAIN,31
211,1,4.0,1.0,127.62,12,25.74447,-100.17476,2.0,1.0,TRAIN,20
199,1,5.0,0.0,113.0,11,25.72332,-100.19058,2.0,4.0,TRAIN,45
873,1,4.0,3.0,58.12,8,25.69741,-100.13975,4.0,4.0,TRAIN,2
254,1,4.0,1.0,113.0,12,25.66872,-100.2344,2.0,2.0,TRAIN,35
735,1,4.0,1.0,83.57,12,25.71611,-100.18296,2.0,1.0,TRAIN,36
746,1,4.0,1.0,104.1,15,25.6867,-100.19352,2.0,1.0,TRAIN,25
141,1,3.0,1.0,98.5,11,25.68098,-100.23912,2.0,1.0,TRAIN,20
259,1,4.0,0.0,99.08,10,25.67765,-100.2596,3.0,3.0,TRAIN,22
753,1,4.0,1.0,103.64,14,25.72788,-100.18008,2.0,1.0,TRAIN,58
754,1,4.0,1.0,119.75,15,25.71732,-100.19217,2.0,1.0,TRAIN,33
145,1,3.0,1.0,112.5,13,25.66404,-100.21449,2.0,1.0,TRAIN,28
765,1,4.0,1.0,94.42,13,25.69325,-100.23738,3.0,1.0,TRAIN,16
766,1,4.0,0.0,118.52,15,25.72372,-100.14054,2.0,4.0,TRAIN,3
395,1,4.0,1.0,79.55,10,25.67661,-100.24879,2.0,1.0,TRAIN,34
253,1,4.0,1.0,117.0,12,25.72968,-100.17269,2.0,1.0,TRAIN,59
769,1,4.0,0.0,108.8,15,25.69461,-100.17078,3.0,4.0,TRAIN,3
152,1,3.0,1.0,102.1,13,25.66861,-100.24023,2.0,1.0,TRAIN,27
783,1,4.0,1.0,114.47,14,25.6989,-100.1506,2.0,1.0,TRAIN,1
789,1,4.0,1.0,100.7,11,25.71404,-100.17443,2.0,1.0,TRAIN,16
248,1,5.0,0.0,100.28,13,25.70751,-100.19946,3.0,2.0,TRAIN,10
156,1,3.0,1.0,115.0,11,25.67567,-100.22221,2.0,1.0,TRAIN,26
247,1,6.0,1.0,104.6,13,25.69494,-100.21911,2.0,1.0,TRAIN,26
474,1,4.0,1.0,115.79,13,25.71698,-100.13154,2.0,1.0,TRAIN,11
453,1,4.0,0.0,107.02,13,25.74442,-100.16092,2.0,2.0,TRAIN,4
455,1,4.0,1.0,119.51,13,25.73055,-100.18982,2.0,1.0,TRAIN,48
366,1,4.0,1.0,100.0,10,25.66606,-100.26935,2.0,2.0,TRAIN,23
365,1,4.0,0.0,97.54,13,25.6751,-100.21091,3.0,3.0,TRAIN,24
456,1,4.0,1.0,127.9,13,25.74066,-100.1661,2.0,1.0,TRAIN,27
457,1,4.0,1.0,81.3,10,25.73088,-100.15723,2.0,1.0,TRAIN,27
458,1,4.0,1.0,101.46,13,25.70524,-100.20732,2.0,1.0,TRAIN,28
361,1,4.0,1.0,93.0,12,25.71936,-100.16773,2.0,1.0,TRAIN,15
464,1,4.0,1.0,138.92,13,25.70318,-100.24274,2.0,1.0,TRAIN,24
358,1,4.0,0.0,93.0,10,25.70128,-100.16365,2.0,2.0,TRAIN,52
447,1,4.0,1.0,83.9,13,25.73034,-100.16336,2.0,4.0,TRAIN,29
356,1,4.0,1.0,77.0,10,25.66098,-100.26814,2.0,4.0,TRAIN,23
355,1,4.0,1.0,90.0,10,25.66743,-100.25439,2.0,4.0,TRAIN,7
484,1,4.0,1.0,115.75,13,25.71093,-100.13501,2.0,1.0,TRAIN,32
493,1,4.0,0.0,119.41,13,25.68103,-100.25271,2.0,4.0,TRAIN,42
352,1,4.0,0.0,105.0,10,25.74532,-100.17814,4.0,2.0,TRAIN,10
351,1,4.0,0.0,93.0,10,25.67929,-100.26519,3.0,2.0,TRAIN,15
495,1,4.0,0.0,115.7,13,25.66923,-100.23264,2.0,4.0,TRAIN,30
503,1,4.0,1.0,81.59,11,25.67292,-100.25155,2.0,1.0,TRAIN,27
348,1,4.0,1.0,100.0,10,25.69414,-100.1901,2.0,1.0,TRAIN,40
506,1,4.0,1.0,105.66,13,25.70051,-100.18745,2.0,1.0,TRAIN,39
401,1,4.0,1.0,92.52,12,25.71205,-100.16304,2.0,4.0,TRAIN,9
389,1,3.0,0.0,98.08,12,25.74648,-100.19411,2.0,2.0,TRAIN,15
402,1,4.0,1.0,103.27,13,25.72369,-100.16661,2.0,4.0,TRAIN,25
404,1,4.0,0.0,112.87,13,25.67993,-100.25752,3.0,1.0,TRAIN,17
406,1,4.0,1.0,76.69,10,25.6645,-100.26545,1.0,1.0,TRAIN,16
407,1,4.0,0.0,118.47,13,25.73733,-100.20671,3.0,2.0,TRAIN,2
409,1,4.0,1.0,95.68,13,25.66723,-100.22505,2.0,4.0,TRAIN,47
411,1,4.0,1.0,109.85,13,25.70931,-100.1846,2.0,4.0,TRAIN,9
417,1,4.0,0.0,95.22,12,25.66245,-100.23941,2.0,4.0,TRAIN,30
423,1,4.0,0.0,85.18,12,25.6728,-100.23769,2.0,4.0,TRAIN,21
635,1,4.0,0.0,120.27,14,25.6638,-100.25769,2.0,4.0,TRAIN,10
425,1,4.0,1.0,116.15,13,25.73241,-100.17578,2.0,1.0,TRAIN,44
427,1,4.0,1.0,122.63,13,25.73371,-100.18386,2.0,1.0,TRAIN,25
431,1,4.0,1.0,119.24,13,25.66744,-100.2239,2.0,1.0,TRAIN,47
433,1,4.0,0.0,127.4,13,25.70933,-100.23586,2.0,1.0,TRAIN,6
438,1,4.0,1.0,117.61,13,25.69605,-100.21036,2.0,1.0,TRAIN,31
374,1,4.0,0.0,107.92,13,25.72258,-100.14044,2.0,0.0,TRAIN,4
439,1,4.0,1.0,115.55,13,25.71549,-100.20702,2.0,1.0,TRAIN,23
372,1,5.0,1.0,80.56,12,25.65999,-100.23217,2.0,4.0,TRAIN,41
441,1,5.0,1.0,111.48,13,25.72353,-100.17124,2.0,1.0,TRAIN,31
446,1,4.0,1.0,126.8,13,25.68774,-100.18129,2.0,1.0,TRAIN,18
612,1,4.0,1.0,101.06,12,25.74353,-100.17685,2.0,1.0,TRAIN,11
587,1,4.0,1.0,91.25,13,25.72789,-100.1931,2.0,1.0,TRAIN,46
346,1,4.0,1.0,90.0,10,25.74205,-100.19846,2.0,1.0,TRAIN,23
322,1,4.0,0.0,100.0,10,25.65836,-100.22371,2.0,1.0,TRAIN,43
321,1,4.0,1.0,102.0,10,25.70853,-100.15266,2.0,1.0,TRAIN,43
591,1,4.0,1.0,86.41,13,25.65561,-100.22113,2.0,1.0,TRAIN,49
302,1,5.0,0.0,130.0,13,25.67635,-100.26692,2.0,3.0,TRAIN,30
633,1,4.0,1.0,103.05,12,25.72512,-100.18482,2.0,1.0,TRAIN,66
616,1,4.0,1.0,96.93,12,25.70758,-100.16037,2.0,1.0,TRAIN,29
306,1,4.0,0.0,182.0,13,25.67946,-100.2584,3.0,1.0,TRAIN,17
307,1,4.0,1.0,114.0,13,25.66859,-100.26665,2.0,1.0,TRAIN,24
593,1,4.0,1.0,111.14,13,25.74583,-100.16589,2.0,1.0,TRAIN,5
509,1,4.0,0.0,115.72,13,25.66655,-100.21398,2.0,4.0,TRAIN,35
611,1,4.0,0.0,115.66,13,25.68666,-100.23036,0.0,1.0,TRAIN,39
318,1,4.0,1.0,107.0,10,25.74066,-100.16799,2.0,1.0,TRAIN,33
317,1,4.0,1.0,104.0,13,25.66909,-100.26294,2.0,1.0,TRAIN,29
594,1,4.0,1.0,98.07,13,25.72671,-100.17316,2.0,1.0,TRAIN,47
315,1,3.0,1.0,93.0,10,25.65235,-100.26606,1.0,1.0,TRAIN,13
314,1,4.0,0.0,107.0,13,25.67509,-100.26958,2.0,1.0,TRAIN,32
597,1,4.0,1.0,110.73,14,25.6714,-100.21653,2.0,1.0,TRAIN,43
598,1,4.0,1.0,96.69,12,25.68012,-100.22238,2.0,1.0,TRAIN,28
599,1,4.0,1.0,114.63,13,25.67213,-100.23018,2.0,1.0,TRAIN,24
585,1,4.0,1.0,112.9,12,25.66144,-100.21849,2.0,1.0,TRAIN,34
519,1,4.0,0.0,115.03,13,25.68449,-100.2262,2.0,4.0,TRAIN,34
536,1,4.0,1.0,114.87,13,25.6581,-100.22496,2.0,1.0,TRAIN,46
541,1,4.0,1.0,109.97,13,25.70214,-100.25043,2.0,1.0,TRAIN,23
557,1,4.0,1.0,84.08,12,25.6704,-100.21162,2.0,1.0,TRAIN,29
559,1,4.0,1.0,92.18,13,25.72444,-100.15672,2.0,1.0,TRAIN,15
562,1,4.0,1.0,104.62,13,25.69635,-100.20652,2.0,1.0,TRAIN,55
564,1,4.0,1.0,115.51,13,25.68658,-100.21385,2.0,4.0,TRAIN,39
571,1,4.0,1.0,112.89,13,25.74155,-100.18463,2.0,1.0,TRAIN,15
332,1,2.0,3.0,136.0,13,25.69665,-100.14323,3.0,1.0,TRAIN,0
324,1,4.0,1.0,97.0,13,25.69969,-100.21334,2.0,1.0,TRAIN,13
582,1,4.0,1.0,120.33,11,25.69596,-100.18514,2.0,1.0,TRAIN,34
583,1,4.0,1.0,113.5,13,25.66215,-100.22198,2.0,1.0,TRAIN,51
329,1,4.0,3.0,71.0,13,25.70334,-100.239,3.0,2.0,TRAIN,6
575,1,4.0,1.0,99.73,13,25.6737,-100.27038,2.0,1.0,TRAIN,30
326,1,2.0,1.0,118.0,12,25.7292,-100.17807,2.0,1.0,TRAIN,54
328,1,4.0,3.0,116.0,10,25.69583,-100.23188,3.0,2.0,TRAIN,7
327,1,4.0,1.0,98.0,10,25.67151,-100.25856,2.0,1.0,TRAIN,28
878,2,4.0,1.0,111.7,12,26.03851,-98.35729,2.0,1.0,TRAIN,51
856,2,4.0,3.0,113.5595575221239,12,26.04652,-98.38172,4.0,4.0,TRAIN,13
855,2,2.0,0.0,107.2765100671141,11,26.04971,-98.31442,1.0,4.0,TRAIN,6
854,2,4.0,1.0,109.77168674698795,12,26.04082,-98.31979,2.0,1.0,TRAIN,14
848,2,4.0,1.0,109.77168674698795,12,26.09732,-98.29138,2.0,1.0,TRAIN,42
851,2,4.0,1.0,109.77168674698795,12,26.06185,-98.32044,1.0,1.0,TRAIN,7
853,2,4.0,1.0,109.77168674698795,12,25.97227,-98.29033,2.0,1.0,TRAIN,25
798,2,4.0,1.0,109.77168674698795,12,25.99222,-98.09663,2.0,4.0,TRAIN,24
802,2,4.0,0.0,107.2765100671141,11,25.9898,-98.1002,2.0,4.0,TRAIN,28
803,2,4.0,0.0,107.2765100671141,11,25.9872,-98.1074,3.0,4.0,TRAIN,23
805,2,4.0,1.0,109.77168674698795,12,26.0835,-98.33,2.0,1.0,TRAIN,41
806,2,2.0,0.0,107.2765100671141,11,26.069,-98.2719,1.0,4.0,TRAIN,2
807,2,2.0,1.0,109.77168674698795,12,26.07896,-98.33792,2.0,1.0,TRAIN,5
808,2,4.0,0.0,107.2765100671141,11,26.02103,-98.27533,2.0,4.0,TRAIN,20
809,2,4.0,1.0,109.77168674698795,12,26.03188,-98.34141,2.0,1.0,TRAIN,43
839,2,4.0,2.0,90.95,10,26.08506,-98.27164,3.0,3.0,TRAIN,18
811,2,2.0,1.0,109.77168674698795,12,26.0562,-98.3151,1.0,1.0,TRAIN,8
813,2,4.0,1.0,109.77168674698795,12,25.992,-98.114,2.0,4.0,TRAIN,18
816,2,2.0,1.0,109.77168674698795,12,26.09528,-98.28297,2.0,1.0,TRAIN,29
817,2,4.0,3.0,113.5595575221239,12,26.08866,-98.27988,3.0,3.0,TRAIN,36
819,2,4.0,0.0,107.2765100671141,11,26.0669,-98.39358,2.0,1.0,TRAIN,29
822,2,4.0,0.0,107.2765100671141,11,25.98347,-98.11129,2.0,4.0,TRAIN,15
835,2,4.0,1.0,109.77168674698795,12,26.01647,-98.25479,2.0,1.0,TRAIN,37
999,2,4.0,3.0,102.75,11,26.02147,-98.28373,0.0,3.0,TRAIN,27
988,2,4.0,1.0,101.82,12,26.03533,-98.29644,2.0,4.0,TRAIN,21
989,2,4.0,1.0,101.82,12,26.0434,-98.32001,2.0,1.0,TRAIN,16
991,2,4.0,1.0,116.98,13,26.01263,-98.24741,0.0,2.0,TRAIN,55
992,2,4.0,0.0,100.41,12,26.10101,-98.31804,2.0,2.0,TRAIN,7
993,2,2.0,1.0,113.73,12,26.06883,-98.3598,2.0,1.0,TRAIN,1
994,2,4.0,1.0,113.73,12,26.08696,-98.33805,2.0,1.0,TRAIN,36
995,2,4.0,0.0,106.6,12,26.03482,-98.40996,2.0,2.0,TRAIN,3
996,2,4.0,1.0,107.85,12,25.98884,-98.27356,2.0,1.0,TRAIN,34
997,2,4.0,1.0,101.82,12,25.99333,-98.27173,2.0,1.0,TRAIN,43
998,2,1.0,1.0,107.85,12,26.07585,-98.26928,2.0,4.0,TRAIN,6
987,2,4.0,1.0,110.0,10,26.06031,-98.32753,2.0,1.0,TRAIN,18
1001,2,4.0,1.0,101.82,12,26.01288,-98.26235,2.0,1.0,TRAIN,37
1002,2,4.0,1.0,116.9,10,26.0228,-98.28886,2.0,1.0,TRAIN,38
1003,2,4.0,1.0,112.0,12,25.9956,-98.2471,2.0,1.0,TRAIN,47
1004,2,4.0,1.0,93.52,12,26.09947,-98.32143,2.0,1.0,TRAIN,12
1005,2,4.0,1.0,98.2,12,26.06356,-98.31124,2.0,1.0,TRAIN,38
1006,2,4.0,1.0,116.9,13,26.02128,-98.25349,2.0,1.0,TRAIN,51
1007,2,4.0,1.0,114.41,12,25.98434,-98.20065,2.0,1.0,TRAIN,19
1008,2,4.0,1.0,98.8,12,26.08637,-98.32248,2.0,1.0,TRAIN,33
1009,2,4.0,1.0,103.4,12,26.0701,-98.30796,2.0,4.0,TRAIN,17
976,2,4.0,1.0,113.0,10,26.0948,-98.30479,2.0,4.0,TRAIN,11
965,2,2.0,1.0,98.0,10,25.98342,-98.10511,2.0,1.0,TRAIN,21
966,2,4.0,1.0,112.0,10,26.02126,-98.27927,2.0,1.0,TRAIN,14
967,2,4.0,1.0,129.0,10,26.00751,-98.24571,2.0,1.0,TRAIN,57
968,2,2.0,1.0,129.0,9,26.02023,-98.22689,4.0,2.0,TRAIN,8
969,2,4.0,3.0,125.0,10,26.07305,-98.2914,1.0,1.0,TRAIN,12
971,2,4.0,1.0,123.0,11,26.0366,-98.34031,2.0,1.0,TRAIN,33
972,2,4.0,3.0,121.0,10,26.07018,-98.30235,2.0,2.0,TRAIN,10
973,2,4.0,0.0,122.0,10,26.04916,-98.38596,4.0,2.0,TRAIN,12
974,2,4.0,1.0,113.0,11,26.04235,-98.37229,2.0,1.0,TRAIN,17
975,2,4.0,1.0,129.0,10,26.0282,-98.28279,2.0,1.0,TRAIN,25
1011,2,4.0,1.0,112.0,12,26.08553,-98.33515,2.0,2.0,TRAIN,47
977,2,4.0,3.0,125.0,10,26.03871,-98.28171,4.0,2.0,TRAIN,13
978,2,3.0,3.0,102.98,11,26.08548,-98.29332,4.0,2.0,TRAIN,10
979,2,3.0,1.0,115.67,12,25.98337,-98.08285,2.0,2.0,TRAIN,12
981,2,4.0,1.0,121.0,10,26.05409,-98.35069,2.0,1.0,TRAIN,19
982,2,2.0,1.0,100.0,10,26.06513,-98.31539,2.0,1.0,TRAIN,26
983,2,4.0,1.0,117.0,11,25.99992,-98.25808,2.0,1.0,TRAIN,72
984,2,4.0,1.0,116.0,10,26.06213,-98.33027,2.0,2.0,TRAIN,25
985,2,4.0,1.0,129.0,11,26.02486,-98.24565,4.0,1.0,TRAIN,32
986,2,4.0,1.0,101.82,12,26.01805,-98.26513,2.0,1.0,TRAIN,39
1046,2,4.0,1.0,109.77168674698795,12,26.09036,-98.28066,3.0,4.0,TRAIN,34
1035,2,4.0,1.0,123.69,12,26.01175,-98.28564,2.0,1.0,TRAIN,22
1036,2,4.0,1.0,119.65,12,26.09085,-98.324,2.0,1.0,TRAIN,23
1037,2,4.0,1.0,121.67,12,25.96746,-98.25733,2.0,1.0,TRAIN,16
1038,2,4.0,1.0,132.73,13,26.05081,-98.40391,0.0,1.0,TRAIN,23
1039,2,3.0,1.0,114.3,12,26.05491,-98.31887,2.0,2.0,TRAIN,8
1041,2,2.0,1.0,109.77168674698795,12,25.98343,-98.09802,2.0,1.0,TRAIN,27
1042,2,4.0,1.0,109.77168674698795,12,25.9756,-98.05814,2.0,4.0,TRAIN,8
1043,2,4.0,1.0,109.77168674698795,12,26.05884,-98.34364,2.0,3.0,TRAIN,32
1044,2,4.0,0.0,107.2765100671141,11,25.98861,-98.12478,4.0,1.0,TRAIN,7
1045,2,4.0,1.0,109.77168674698795,12,25.98755,-98.05539,2.0,1.0,TRAIN,11
